"('Deb4CongressNM', 'NMpol')",4
"('nodedog', 'WalkAway')",1
"('AGCAlaska', 'akleg')",1
"('cathymcmorris', 'ClimateChange')",1
"('seattletimes', 'WhoPaidThem')",1
"('MarkDeNic1', 'NeedAct')",1
"('Ocasio2018', 'Midterms2018')",1
"('mwestly222', 'KeepItUp')",1
"('Michelle4NM', 'VoteBlueToSaveAmerica')",2
"('SarahPalinUSA', 'MAGA')",1
"('noellenikpour', 'VoteVets')",1
"('JoeHertenstein', 'karlberger')",1
"('hullboydan', 'ShariceDavids')",1
"('sharicedavids', 'teamworkmakesthedreamwork')",1
"('DinoRossiWA', 'VoteBlue')",7
"('DinoRossiWA', 'Rule')",1
"('ajc', 'TrumpRussia')",1
"('Martin4Kansas', 'VoteBlue')",1
"('DigitalCrates', 'digitalcrates')",1
"('sunny', 'delusional')",1
"('HouseGOP', 'NewMexico')",1
"('Patrici15767099', 'TrumpRussia')",1
"('JamesThompsonKS', 'KS04')",1
"('DinoRossiWA', 'Vote4Democrats')",1
"('urbannavajo', 'Congress')",3
"('Microsoft', 'waelex')",1
"('PauletteEJordan', 'VoteRedToSaveAmerica')",2
"('EdKrassen', 'KS03')",1
"('DinoRossiWA', 'VoteOutGOP')",3
"('washingtonpost', 'democratic')",1
"('SpeakerRyan', 'Traitor')",1
"('CherokeeNation', 'OK')",1
"('gayleasher1', 'ID01')",1
"('laurajdem25', 'VoteBlueToSaveAmerica')",1
"('RepMullin', 'OK02')",1
"('KCStar', 'KS3')",1
"('sharicedavids', 'ZILCH')",1
"('MikieSherrill', 'WhyIRun')",1
"('VP', 'MAGA2018')",1
"('ida_skibenes', 'MidtermElections')",1
"('SenatorLankford', 'KAG')",1
"('Deb4CongressNM', 'FlipItBlue')",3
"('SecNielsen', 'DrainTheSwamp')",1
"('DrKimSchrier', 'TheOne')",1
"('d1s0bey', 'VoteBlue')",1
"('EdmundHulton', 'VoteThemOut2018')",1
"('DaveBratVA7th', 'VoteRedToSaveAmerica')",1
"('sharicedavids', 'KsLeg')",1
"('StittforGov', 'WWG1WGA')",1
"('cher', 'delusional')",1
"('Tim_Walz', 'Governor')",2
"('ProkopDani', 'CD2')",1
"('CESMMA', 'FBF')",1
"('DinoRossiWA', 'battleground')",1
"('GOP', 'Racism')",1
"('rcurtis808', 'GOP')",1
"('DinoRossiWA', 'notshocked')",1
"('StittforGov', 'GOPCorruption')",1
"('hellofasandwich', 'WA08')",1
"('IdahoPTV', 'idahodeservesbetter')",2
"('SenatorKelly', 'BlueWave')",2
"('KanielaIng', 'FacistUSA')",1
"('Tim_Walz', 'blahauditor')",1
"('ballotpedia', 'GOTV')",1
"('IdahoPubRadio', 'Indigenous')",1
"('sharicedavids', 'ksgov')",2
"('USATODAY', 'delusional')",1
"('peggyflanagan', 'LaborKnock')",1
"('StittforGov', 'OKGov')",5
"('elizabethforma', 'RiseUp')",1
"('darrello', 'wa08')",1
"('StittforGov', 'oilandgas')",1
"('peopleforben', 'NMDEMs')",2
"('TomColeOK04', 'ServantLeaders')",1
"('DinoRossiWA', 'dinoisstillaloser')",1
"('JohnJHarwood', 'TrumpRussia')",1
"('20XTS14', 'NY')",1
"('CluteRonnie', 'BlackLivesMatter')",1
"('HRC', 'HR392')",1
"('lakotalaw', 'NativeVote18')",2
"('wildforcongress', 'VA10')",1
"('ChadNJensen', 'Kelly')",1
"('votetupola', 'Kauai')",1
"('sharicedavids', 'voteforsharice')",1
"('Tim_Walz', 'MNGov')",3
"('GeorgeTakei', 'VoteBlue')",2
"('MeOnTheShowUs', 'Trumpganda')",2
"('brisolier', 'photooftheday')",1
"('StittforGov', 'AMERICAFIRST')",1
"('Susan4Senate', 'VoteRed')",2
"('clairecmc', 'Bluewave')",1
"('StittforGov', 'VoteRed')",3
"('DisavowTrump20', 'lobbyists')",1
"('kristinmccollum', 'Idaho')",1
"('mnhouseDFL', 'votejamie')",1
"('TheGraviter', 'democrat')",1
"('DevinNunes', 'Trumplicans')",1
"('HelloMoore', 'Dword3')",1
"('Deb4CongressNM', 'NMPol')",1
"('elizabethforma', 'mapoli')",1
"('TheDemCoalition', 'Dignityinblue')",1
"('GOP', 'William')",1
"('PauletteEJordan', 'JordanforGovernor')",6
"('repdonyoung', 'UnAlaska')",1
"('laurie_behappy', 'GOPHawaii')",1
